item_id,file_type,language,is_restricted,ocr_text_extracted,collection_id,subject_tags,file_size_mb,num_pages_or_frames,content_length_tokens,access_count_30d,duration_seconds,upload_year,upload_day_of_year,num_detected_objects
ITEM-0004729,video,ar,true,true,COLL-009,"machine learning,digital preservation,thesis",361.02,7,16488,91,8128.58,2021,49,2
ITEM-0004730,audio,en,false,true,COLL-010,"policy,metadata quality,machine learning",317.29,40,32564,94,12160.07,2025,263,3
ITEM-0004731,video,fr,false,false,COLL-005,"poster,video lecture",224.48,12,37908,98,7334.7,2025,90,3
ITEM-0004732,video,de,false,true,COLL-015,machine learning,197.16,47,15181,93,4667.37,2021,60,3
ITEM-0004733,video,it,false,true,COLL-015,"linguistics,thesis",284.35,38,23984,94,7012.64,2015,62,3
ITEM-0004734,audio,en,false,true,COLL-005,"audio interview,training material,accessibility",299.6,4,37577,88,7081.53,2023,224,3
ITEM-0004735,audio,zh,false,true,COLL-003,"accessibility,metadata quality,thesis",445.02,45,33970,81,5955.72,2020,174,2
ITEM-0004736,video,fr,true,true,COLL-017,"training material,digital preservation,thesis",291.75,3,15959,99,8819.43,2023,172,2
ITEM-0004737,video,it,true,true,COLL-006,"audio interview,digital preservation,linguistics",339.75,1,30997,98,13451.97,2025,203,3
ITEM-0004738,audio,es,true,true,COLL-013,"linguistics,audio interview",227.78,40,19139,82,3219.82,2017,159,3
ITEM-0004739,video,fr,false,true,COLL-017,accessibility,430.4,22,38920,81,9587.55,2023,83,3
ITEM-0004740,video,de,true,true,COLL-010,"training material,thesis,machine learning",382.89,4,32863,96,12691.86,2023,259,1
ITEM-0004741,video,fa,false,false,COLL-004,"policy,audio interview,training material",474.33,9,33000,89,6739.63,2022,52,2
ITEM-0004742,audio,fr,false,true,COLL-013,"digital preservation,video lecture",329.62,17,29396,89,7570.67,2024,318,3
ITEM-0004743,video,zh,false,true,COLL-018,"audio interview,machine learning,metadata quality",123.16,6,30130,93,5960.32,2024,168,3
ITEM-0004744,audio,fa,false,true,COLL-006,"audio interview,accessibility,training material",285.48,23,23843,82,13373.93,2015,342,1
ITEM-0004745,audio,fa,false,false,COLL-006,"digital preservation,accessibility",159.93,12,28016,93,3317.52,2016,50,3
ITEM-0004746,video,de,true,true,COLL-002,"digital preservation,audio interview,poster",263.13,2,38958,88,8186.98,2015,194,1
ITEM-0004747,video,fa,false,false,COLL-013,"accessibility,policy,digital preservation",201.46,1,24735,98,6880.38,2018,314,3
ITEM-0004748,audio,it,true,false,COLL-010,"metadata quality,digital preservation",411.45,32,19505,94,13317.09,2017,124,3
ITEM-0004749,audio,es,false,true,COLL-007,"digital preservation,accessibility",126.59,47,24437,94,5995.35,2020,122,2
ITEM-0004750,audio,de,false,true,COLL-010,"digital preservation,poster,machine learning",216.61,30,15810,82,3861.36,2021,95,3
ITEM-0004751,video,es,false,true,COLL-009,audio interview,307.95,37,22264,86,8756.1,2016,344,2
ITEM-0004752,audio,fr,false,true,COLL-015,metadata quality,306.0,43,24742,93,10509.06,2021,139,3
ITEM-0004753,video,fr,false,true,COLL-009,"video lecture,metadata quality,audio interview",395.24,18,15926,89,3279.87,2025,57,3
ITEM-0004754,audio,fr,false,true,COLL-007,video lecture,275.13,6,30764,92,5253.02,2015,173,3
ITEM-0004755,video,it,false,true,COLL-012,"audio interview,metadata quality",474.93,40,33948,95,6873.28,2020,129,3
ITEM-0004756,audio,de,false,true,COLL-013,"audio interview,machine learning,thesis",370.77,17,29456,95,7112.43,2023,5,3
ITEM-0004757,video,de,false,false,COLL-010,"audio interview,digital preservation,accessibility",183.09,45,28868,84,4588.46,2023,121,2
ITEM-0004758,video,en,false,true,COLL-017,poster,236.34,37,24307,83,2854.42,2017,54,3
ITEM-0004759,audio,ar,false,true,COLL-008,"metadata quality,video lecture",483.52,49,17475,86,7642.88,2019,179,2
ITEM-0004760,audio,zh,true,true,COLL-016,"machine learning,poster",197.71,3,16086,94,9446.89,2020,54,2
ITEM-0004761,video,zh,true,true,COLL-020,"digital preservation,linguistics",246.12,24,23925,86,14387.71,2017,128,1
ITEM-0004762,audio,de,false,true,COLL-004,"video lecture,poster",381.6,22,33380,81,10483.64,2018,221,3
ITEM-0004763,audio,zh,true,true,COLL-004,"metadata quality,video lecture",255.58,24,39266,99,12587.77,2023,254,3
ITEM-0004764,audio,it,false,true,COLL-018,linguistics,242.61,8,16509,86,7135.22,2015,354,3
ITEM-0004765,video,zh,false,true,COLL-020,policy,214.57,26,21546,91,5052.79,2024,303,1
ITEM-0004766,audio,es,true,false,COLL-010,"training material,policy",340.23,5,26073,82,10355.6,2024,131,2
ITEM-0004767,audio,es,false,true,COLL-009,"machine learning,thesis",481.13,16,31175,92,4051.42,2015,60,2
ITEM-0004768,audio,es,false,true,COLL-003,"digital preservation,audio interview,thesis",257.76,30,28017,100,9533.26,2015,361,1
ITEM-0004769,audio,fa,false,true,COLL-008,"audio interview,linguistics,machine learning",216.96,9,27721,92,7141.02,2016,91,3
ITEM-0004770,audio,en,false,false,COLL-009,"training material,audio interview,poster",409.96,27,24549,80,3599.49,2016,98,3
ITEM-0004771,video,zh,false,false,COLL-007,"thesis,linguistics",474.92,28,21556,91,5272.42,2015,115,1
ITEM-0004772,video,ar,false,true,COLL-001,"linguistics,video lecture",485.07,18,35378,87,13840.39,2024,281,1
ITEM-0004773,audio,fa,false,false,COLL-013,digital preservation,266.88,17,25745,97,4360.9,2023,101,3
ITEM-0004774,video,en,false,true,COLL-020,policy,195.51,40,30941,90,11677.21,2025,126,1
ITEM-0004775,video,de,false,true,COLL-007,thesis,448.98,44,37372,98,5626.48,2018,190,3
ITEM-0004776,audio,it,false,true,COLL-004,"accessibility,digital preservation,linguistics",407.42,34,37604,92,11458.82,2017,281,2
ITEM-0004777,video,fr,false,false,COLL-017,"digital preservation,training material,poster",229.19,13,39329,91,9812.39,2017,201,3
ITEM-0004778,video,en,false,true,COLL-015,"audio interview,policy",165.75,48,27057,91,13046.38,2023,190,3
ITEM-0004779,video,it,false,false,COLL-020,"digital preservation,audio interview,poster",296.62,6,32791,80,7199.81,2017,251,1
ITEM-0004780,video,de,false,true,COLL-008,"poster,metadata quality,machine learning",473.27,26,16455,87,13117.05,2020,292,3
ITEM-0004781,audio,es,false,true,COLL-016,"training material,policy,audio interview",268.97,35,21433,84,12904.45,2016,240,3
ITEM-0004782,audio,de,false,true,COLL-018,"training material,metadata quality",254.85,46,28750,88,12114.78,2022,351,3
ITEM-0004783,audio,fa,false,false,COLL-010,"digital preservation,policy,poster",257.03,20,34566,85,8255.36,2016,102,3
ITEM-0004784,video,es,false,true,COLL-010,"linguistics,policy",167.48,8,35776,91,9770.12,2023,147,3
ITEM-0004785,video,en,false,true,COLL-009,"machine learning,training material",298.88,33,32772,98,3828.65,2024,248,2
ITEM-0004786,audio,ar,false,true,COLL-017,"audio interview,digital preservation",187.2,25,34383,86,3729.93,2020,107,1
ITEM-0004787,video,es,false,false,COLL-020,"video lecture,accessibility,digital preservation",482.05,2,31614,83,10177.77,2019,19,2
ITEM-0004788,video,ar,false,true,COLL-008,"video lecture,accessibility",161.49,41,39634,95,13260.86,2024,35,2
ITEM-0004789,audio,fr,false,true,COLL-004,"digital preservation,video lecture,machine learning",443.87,2,30377,86,11867.62,2020,53,2
ITEM-0004790,audio,ar,false,true,COLL-020,"linguistics,policy,video lecture",263.18,9,39009,96,4866.95,2025,148,1
ITEM-0004791,video,en,false,true,COLL-015,thesis,151.53,17,38008,93,10117.68,2016,249,2
ITEM-0004792,video,ar,false,true,COLL-005,"policy,linguistics,machine learning",431.82,43,33622,91,9665.62,2020,275,3
ITEM-0004793,video,ar,false,true,COLL-002,"audio interview,training material",189.18,19,33067,100,9547.85,2021,104,2
ITEM-0004794,video,it,false,true,COLL-008,"machine learning,metadata quality",395.54,8,33934,94,13620.43,2021,268,1
ITEM-0004795,audio,ar,false,true,COLL-016,"thesis,digital preservation",403.62,41,15115,84,5111.37,2019,344,1
ITEM-0004796,audio,ar,false,true,COLL-016,"training material,metadata quality",346.26,26,18912,91,10294.83,2016,153,2
ITEM-0004797,audio,fa,false,false,COLL-017,"linguistics,machine learning",197.95,16,16668,89,12253.96,2015,67,3
ITEM-0004798,video,en,false,false,COLL-003,"linguistics,training material,metadata quality",168.44,44,18819,100,8682.91,2018,271,2
ITEM-0004799,video,es,false,true,COLL-014,machine learning,246.16,33,31608,90,4835.19,2020,96,3
ITEM-0004800,audio,it,true,true,COLL-003,"accessibility,poster",213.44,24,39987,89,3751.54,2025,207,3
ITEM-0004801,video,en,false,false,COLL-009,policy,343.54,1,26098,98,7905.34,2021,282,1
ITEM-0004802,video,fa,false,true,COLL-011,"video lecture,digital preservation,audio interview",370.8,21,37300,82,10189.58,2023,355,1
ITEM-0004803,audio,es,false,true,COLL-008,training material,359.2,44,33354,84,13787.14,2017,25,3
ITEM-0004804,video,ar,false,true,COLL-004,"digital preservation,linguistics",490.26,8,21244,87,9655.8,2023,226,1
ITEM-0004805,audio,it,false,false,COLL-007,"metadata quality,linguistics",456.28,36,16794,86,5775.87,2019,271,3
ITEM-0004806,audio,fa,true,true,COLL-002,"metadata quality,audio interview,machine learning",426.96,4,33372,80,10390.14,2023,202,2
ITEM-0004807,audio,es,false,true,COLL-002,"poster,machine learning",254.82,36,20832,82,9022.61,2018,33,3
ITEM-0004808,audio,it,false,true,COLL-010,"accessibility,video lecture",223.9,13,39730,96,14313.93,2017,192,2
ITEM-0004809,audio,de,false,true,COLL-018,digital preservation,462.85,42,24512,91,4528.75,2015,329,3
ITEM-0004810,audio,ar,false,true,COLL-008,"thesis,poster,metadata quality",277.63,24,27604,97,9326.0,2022,293,3
ITEM-0004811,video,ar,false,true,COLL-009,"machine learning,poster",419.39,46,15881,97,6489.09,2025,63,2
ITEM-0004812,video,ar,false,true,COLL-008,"audio interview,linguistics,poster",443.79,37,31110,82,9948.26,2021,224,3
ITEM-0004813,video,zh,false,true,COLL-002,"digital preservation,thesis,machine learning",354.38,36,37768,80,8115.87,2018,252,2
ITEM-0004814,video,en,false,true,COLL-005,"metadata quality,machine learning,accessibility",302.52,42,25144,95,4039.87,2024,89,2
ITEM-0004815,audio,es,false,true,COLL-016,"machine learning,accessibility,poster",499.44,40,28388,96,5624.16,2015,130,1
ITEM-0004816,video,zh,false,false,COLL-005,"metadata quality,policy",136.7,42,36451,94,2738.24,2018,40,2
ITEM-0004817,video,ar,false,true,COLL-005,"video lecture,training material",170.87,5,25872,82,9285.27,2015,32,1
ITEM-0004818,video,fr,false,false,COLL-001,training material,363.1,23,26188,84,3529.01,2018,133,1
ITEM-0004819,video,es,false,true,COLL-015,digital preservation,499.93,31,36389,97,11459.54,2019,265,3
ITEM-0004820,audio,es,false,true,COLL-008,"audio interview,training material",187.93,38,29077,91,6513.42,2022,249,3
ITEM-0004821,video,es,false,false,COLL-002,policy,332.25,13,31130,81,11136.88,2020,73,1
ITEM-0004822,video,de,false,false,COLL-011,"thesis,linguistics,video lecture",483.82,1,18191,94,5590.72,2024,64,1
ITEM-0004823,video,zh,true,true,COLL-009,"policy,digital preservation",476.96,43,26368,90,4037.47,2022,7,1
ITEM-0004824,audio,es,false,true,COLL-002,"metadata quality,machine learning",206.38,35,32096,94,11739.24,2016,62,1
ITEM-0004825,video,en,false,true,COLL-015,"metadata quality,poster",243.18,35,25424,98,13470.57,2022,39,3
ITEM-0004826,video,fa,false,false,COLL-016,digital preservation,392.13,9,23178,93,8298.59,2024,351,2
ITEM-0004827,audio,ar,false,false,COLL-004,"metadata quality,digital preservation",328.18,32,39659,95,5212.11,2017,127,1
ITEM-0004828,video,fr,false,false,COLL-009,metadata quality,349.14,12,37553,92,8812.76,2017,207,2
ITEM-0004829,video,ar,false,false,COLL-020,digital preservation,326.02,41,15097,89,6099.97,2022,24,3
ITEM-0004830,audio,zh,false,true,COLL-020,"thesis,audio interview",146.72,15,39268,82,10553.56,2023,84,1
ITEM-0004831,audio,zh,false,true,COLL-001,"linguistics,audio interview",483.87,17,28641,97,11813.65,2023,143,2
ITEM-0004832,video,zh,false,true,COLL-002,thesis,498.84,6,22068,83,7435.28,2023,47,2
ITEM-0004833,audio,en,false,false,COLL-013,video lecture,203.2,18,29440,98,2885.67,2016,114,1
ITEM-0004834,audio,fr,false,true,COLL-004,"policy,machine learning,training material",451.41,50,32542,96,3005.95,2019,255,2
ITEM-0004835,audio,it,false,true,COLL-018,"policy,linguistics,digital preservation",454.49,18,19611,96,2836.57,2025,243,1
ITEM-0004836,video,fa,false,true,COLL-011,"machine learning,linguistics,training material",177.58,29,27829,99,7657.29,2018,47,1
ITEM-0004837,video,fa,false,true,COLL-016,"digital preservation,accessibility,linguistics",261.21,37,23881,97,6474.53,2022,359,1
ITEM-0004838,video,es,false,true,COLL-019,"training material,thesis",287.63,10,25490,99,13873.7,2016,15,2
ITEM-0004839,video,zh,false,true,COLL-005,"video lecture,training material,accessibility",446.07,5,15887,95,4341.72,2017,315,2
ITEM-0004840,audio,zh,false,false,COLL-013,video lecture,386.37,6,33165,93,5142.86,2015,75,1
ITEM-0004841,audio,en,false,true,COLL-003,"policy,metadata quality,digital preservation",363.9,22,36895,92,9335.17,2025,250,1
ITEM-0004842,audio,en,false,true,COLL-003,"video lecture,training material,accessibility",468.91,25,29041,80,5984.78,2015,114,1
ITEM-0004843,video,ar,false,true,COLL-013,audio interview,421.33,46,21642,82,8891.64,2021,159,1
ITEM-0004844,audio,de,false,true,COLL-007,"linguistics,accessibility",255.52,31,33397,82,9175.06,2019,27,3
ITEM-0004845,video,es,false,false,COLL-020,"accessibility,digital preservation,audio interview",187.19,43,39834,82,6033.41,2024,101,3
ITEM-0004846,audio,de,false,true,COLL-002,"metadata quality,machine learning,thesis",144.08,42,17645,85,3481.13,2022,2,3
ITEM-0004847,video,de,false,false,COLL-012,"linguistics,audio interview",366.96,45,34728,96,9595.79,2025,227,2
ITEM-0004848,video,fr,false,true,COLL-009,"machine learning,thesis,policy",364.51,24,25093,80,9136.09,2015,129,1
ITEM-0004849,audio,zh,false,true,COLL-005,"video lecture,audio interview",266.4,13,17608,98,6197.25,2025,201,1
ITEM-0004850,audio,zh,true,true,COLL-013,"thesis,digital preservation,video lecture",484.24,11,19104,99,10965.47,2018,302,3
ITEM-0004851,audio,de,true,true,COLL-008,accessibility,454.77,16,18556,96,11758.1,2023,87,1
ITEM-0004852,video,it,false,true,COLL-017,accessibility,167.06,9,31143,100,10884.57,2022,296,1
ITEM-0004853,audio,es,false,true,COLL-019,"thesis,machine learning,training material",479.2,48,20764,91,11195.08,2015,313,1
ITEM-0004854,audio,de,false,true,COLL-003,"linguistics,poster,training material",303.19,14,22174,98,5195.12,2021,271,1
ITEM-0004855,audio,fa,false,true,COLL-017,"accessibility,training material,linguistics",477.77,11,15688,93,12316.63,2024,230,1
ITEM-0004856,audio,ar,false,true,COLL-012,"training material,policy,poster",221.07,34,36112,86,11643.81,2017,4,2
ITEM-0004857,video,en,false,true,COLL-009,"digital preservation,thesis",370.42,30,16186,98,7796.95,2021,88,2
ITEM-0004858,video,en,false,false,COLL-019,linguistics,369.31,47,35766,98,8896.84,2018,18,2
ITEM-0004859,video,zh,false,true,COLL-005,"audio interview,training material,poster",413.55,3,33900,80,13004.31,2025,64,2
ITEM-0004860,audio,fa,false,true,COLL-004,"poster,metadata quality",134.05,37,32723,89,8124.55,2023,255,3
ITEM-0004861,audio,zh,true,true,COLL-009,"audio interview,video lecture,linguistics",255.69,34,37188,96,7089.7,2025,228,3
ITEM-0004862,video,de,false,true,COLL-015,training material,243.26,42,21169,93,8019.72,2025,63,1
ITEM-0004863,audio,zh,false,true,COLL-012,"linguistics,audio interview,machine learning",374.43,38,26775,82,13480.91,2019,211,2
ITEM-0004864,audio,it,true,true,COLL-009,digital preservation,319.35,23,38338,99,12070.05,2016,139,2
ITEM-0004865,video,ar,false,false,COLL-006,poster,183.37,38,26121,86,12367.21,2015,48,2
ITEM-0004866,video,en,false,true,COLL-017,"training material,metadata quality",417.02,20,37010,91,2967.8,2017,148,2
ITEM-0004867,video,it,false,false,COLL-014,"thesis,metadata quality,machine learning",393.56,19,31244,82,8937.58,2019,340,2
ITEM-0004868,audio,de,false,false,COLL-002,"policy,audio interview",361.42,15,30611,96,9497.06,2023,299,3
ITEM-0004869,video,en,false,true,COLL-001,linguistics,281.03,1,24746,88,5215.92,2022,339,3
ITEM-0004870,video,fr,false,true,COLL-010,"metadata quality,thesis,accessibility",432.27,15,24534,86,4977.85,2016,1,3
ITEM-0004871,audio,fa,false,true,COLL-002,video lecture,310.37,17,39411,96,6867.31,2023,205,1
ITEM-0004872,audio,de,false,true,COLL-017,"linguistics,video lecture,policy",403.22,25,19986,90,14016.34,2025,46,1
ITEM-0004873,video,fr,true,true,COLL-003,"metadata quality,linguistics,training material",300.02,3,19621,97,5991.45,2024,150,2
ITEM-0004874,audio,zh,false,true,COLL-015,"audio interview,accessibility,training material",185.73,20,39350,85,7371.67,2015,326,1
ITEM-0004875,video,es,false,true,COLL-019,"training material,digital preservation",466.16,30,19139,96,10757.4,2022,93,1
ITEM-0004876,video,de,false,true,COLL-008,"policy,accessibility",401.23,27,30298,97,11641.1,2017,166,3
ITEM-0004877,video,it,false,true,COLL-010,"policy,accessibility",322.16,49,32608,96,7402.16,2018,204,1
ITEM-0004878,audio,es,false,true,COLL-020,"machine learning,policy,accessibility",238.27,44,23654,94,4865.11,2020,39,3
ITEM-0004879,audio,ar,false,false,COLL-006,policy,168.66,7,31802,86,7660.3,2016,229,3
ITEM-0004880,audio,zh,false,true,COLL-018,"metadata quality,accessibility,thesis",213.17,45,36754,98,7985.85,2018,15,1
ITEM-0004881,audio,fr,false,true,COLL-011,"audio interview,training material",270.02,37,27054,86,4464.92,2019,172,1
ITEM-0004882,video,ar,false,true,COLL-003,"poster,metadata quality,linguistics",228.68,1,17222,80,6008.08,2021,253,3
ITEM-0004883,audio,it,false,true,COLL-007,"linguistics,machine learning",467.26,14,33753,92,10739.61,2021,128,3
ITEM-0004884,video,fr,false,true,COLL-019,"thesis,linguistics,training material",449.84,3,34572,95,9504.4,2024,196,3
ITEM-0004885,audio,zh,true,true,COLL-003,"video lecture,digital preservation,metadata quality",146.73,13,39809,80,3965.07,2024,315,2
ITEM-0004886,audio,fr,false,true,COLL-011,video lecture,219.09,21,23265,92,8337.05,2022,274,2
ITEM-0004887,audio,ar,false,true,COLL-010,machine learning,235.95,34,32117,92,8152.92,2018,84,3
ITEM-0004888,audio,it,false,true,COLL-010,audio interview,130.81,10,39105,97,14338.2,2018,149,1
ITEM-0004889,video,fr,false,true,COLL-018,"audio interview,machine learning,metadata quality",193.16,8,16970,96,10415.34,2025,76,1
ITEM-0004890,video,de,false,true,COLL-004,digital preservation,350.63,34,22303,93,6403.25,2024,357,3
ITEM-0004891,audio,ar,false,true,COLL-006,audio interview,124.53,37,25409,84,3704.72,2021,35,3
